,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Latitude,Longitude
0,51591,Mediterranean,28-Mar-19,2019,Mar,,2.0,2,36.0,,2.0,,Presumed drowning,"Off the coast of Chios, Greece",Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,38.362368696592, 26.172509473654
1,51588,Mediterranean,26-Mar-19,2019,Mar,4.0,,4,11.0,3.0,,1.0,Presumed drowning,"Off the coast of Ayvacık district, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,Eastern Mediterranean,Uncategorized,5,39.441975591614, 26.378816195919
2,51589,Mediterranean,26-Mar-19,2019,Mar,1.0,,1,,,,,Presumed drowning,"Body recovered on Playa del Tarajal, Ceuta, Spain (Strait of Gibraltar)","Ceuta al día, El Pueblo de Ceuta",Western Mediterranean,Uncategorized,3,35.871901875921, -5.343037665842
3,51590,Mediterranean,26-Mar-19,2019,Mar,1.0,,1,,,,,Presumed drowning,"Body recovered on beach near Tetouan, Morocco (Strait of Gibraltar)",El Pueblo de Ceuta,Western Mediterranean,Uncategorized,1,35.635115912988, -5.275650103548
4,51587,Central America,25-Mar-19,2019,Mar,1.0,,1,,,1.0,,Fall from train,"Train tracks in Teacalco, Tlaxcala, Mexico","Megalópolis, Línea de contraste",,Central America,3,19.334475177429, -98.069823987538
5,51580,US-Mexico Border,23-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
6,51581,US-Mexico Border,23-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
7,51585,Southeast Asia,23-Mar-19,2019,Mar,8.0,2.0,10,,1.0,,,Vehicle Accident,"Sa Setthi intersection in Tambon Ban Mai, Tha Muang district, Kanchanaburi, Thailand - en route to Myanmar","The Nation, Vietnam+",,South-eastern Asia,3,13.865704814542, 99.587248723929
8,51586,Mediterranean,23-Mar-19,2019,Mar,4.0,4.0,8,,3.0,5.0,,Presumed drowning,"Off the coast of Sfax, Tunisia","Shems FM, Tunisie Numérique, Kapitalis",Central Mediterranean,Uncategorized,3,35.317034468315, 11.078928258810
9,51578,US-Mexico Border,21-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
10,51579,US-Mexico Border,21-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
11,51584,Central America,20-Mar-19,2019,Mar,1.0,,1,,,1.0,,Violence,"Town of Nueva Patria (Santo Domingo), Municipality of Durango, State of Durango, Mexico",Notiver,,Central America,1,24.057148900000, -105.457669800000
12,51548,Mediterranean,19-Mar-19,2019,Mar,1.0,3.0,4,15.0,,,1.0,Presumed drowning,"Between Sabratha and Surman, Libya",IOM Libya,Central Mediterranean,Uncategorized,3,32.816243467052, 12.530851413107
13,51546,Mediterranean,18-Mar-19,2019,Mar,3.0,,3,52.0,,,,Presumed drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Huffington Post Maghreb",Western Mediterranean,Uncategorized,4,35.267895220573, -2.799562392362
14,51545,Central America,17-Mar-19,2019,Mar,1.0,,1,,,1.0,,Hit by train,"Train tracks near Avenida Vergel, sector centro, Gómez Palacio, Durango, Mexico",Milenio,,Central America,1,25.563914159609, -103.492111622910
15,51547,North Africa,17-Mar-19,2019,Mar,,19.0,19,1.0,,,,Presumed drowning,"Off the coast of Sidi Warzeg, Sidi Ifni, near Agadir, Morocco",Hams News,Western African,Uncategorized,1,29.425766218075, -10.453333285156
16,51577,US-Mexico Border,15-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.331803200000, -112.524509300000
17,51544,Mediterranean,14-Mar-19,2019,Mar,1.0,44.0,45,22.0,3.0,,1.0,Drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador",Western Mediterranean,Uncategorized,4,35.298258842764, -2.688431354400
18,51576,US-Mexico Border,13-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,31.794415600000, -112.446447300000
19,51534,Caribbean,11-Mar-19,2019,Mar,1.0,,1,15.0,,1.0,,Presumed drowning,"Near Isla Catalina, Dominican Republic","Listin Diario, Acento",,Caribbean,3,18.232326183657, -69.057353261657
20,51575,US-Mexico Border,11-Mar-19,2019,Mar,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057701900000, -112.143021500000
21,51532,Mediterranean,10-Mar-19,2019,Mar,1.0,,1,,1.0,,1.0,Presumed drowning,"Body found near Vatera, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,39.014895057350, 26.180971588785
22,51533,Mediterranean,10-Mar-19,2019,Mar,1.0,,1,,1.0,,,Presumed drowning,"Body found near Agios Theodoros, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,39.270273892269, 26.398878350778
23,51531,Mediterranean,9-Mar-19,2019,Mar,1.0,,1,,,,,Presumed drowning,"Body recovered in Almaya, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.817109118023, 12.877722158656
24,51528,Europe,8-Mar-19,2019,Mar,1.0,,1,1.0,,1.0,,Electrocution on railway,"Train tracks near Šid, Serbia",Šid Border Police via IOM Serbia,Western Balkans,Southern Europe,5,45.122436600000, 19.220929400000
25,51529,Europe,8-Mar-19,2019,Mar,1.0,,1,,,1.0,,Suffocation,"Body found inside truck in Port of Calais, Pas-de-Calais, France","Le Parisien, Ouest-France, La Voix du Nord",,Western Europe,3,50.971622839886, 1.858666925932
26,51530,Mediterranean,8-Mar-19,2019,Mar,,2.0,2,,,,,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,Central Mediterranean,Uncategorized,4,32.830914360483, 12.781146358787
27,51521,Mediterranean,7-Mar-19,2019,Mar,3.0,,3,9.0,,3.0,2.0,Drowning,"Off the coast of Samos, Greece","IOM Greece, AP",Eastern Mediterranean,Uncategorized,4,37.765329835283, 27.098161931733
28,51526,Central America,7-Mar-19,2019,Mar,1.0,,1,,,1.0,,Cardiac arrest,"Unspecified location in the Darién Gap, Panama, near border with Colombia",Cubanos por el Mundo,,Central America,1,8.642780272046, -77.529404492532
29,51527,Central America,7-Mar-19,2019,Mar,24.0,,24,33.0,11.0,13.0,5.0,Vehicle Accident,"Ixtapa – Soyaló Highway, near Bomboná river, in Soyaló municipality, Chiapas, Mexico","Ministerio de Asuntos Exteriores de Guatemala, La Jornada",,Central America,5,16.879242771128, -92.916367624797
30,51574,US-Mexico Border,6-Mar-19,2019,Mar,1.0,,1,,1.0,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
31,51520,South America,5-Mar-19,2019,Mar,1.0,,1,,,1.0,1.0,Pneumonia,"Hospital do Pronto Socorro Municipal, Belém, State of Pará, Brazil",O Liberal,,South America,3,-1.439687700000, -48.480863500000
32,51513,Central America,3-Mar-19,2019,Mar,2.0,,2,8.0,,,,Shot,"Comitán de Domínguez-Tuxtla Gutiérrez Highway, near San Francisco Pujiltic town, in Venustiano Carranza municipality, Chiapas, Mexico","Fiscalía General del Estado de Chiapas, Contraste, El Diario de Coahuila",,Central America,5,16.345883871687, -92.595581925608
33,51514,Mediterranean,3-Mar-19,2019,Mar,1.0,,1,,,1.0,,Presumed drowning,"Body recovered in the Gibraltar Strait, off the coast of Ceuta, Spain","Europa Press, El Faro de Ceuta Europa ",Western Mediterranean,Uncategorized,3,35.907899477687, -5.347827507452
34,51525,Central America,3-Mar-19,2019,Mar,1.0,,1,,,1.0,,Fall from train,"Train tracks between Puente Naranjas and Colonia Las Terceras, San Luis Potosí, Mexico","Pulso, San Luis Hoy",,Central America,3,22.172888700000, -100.967452800000
35,51583,Mediterranean,28-Feb-19,2019,Feb,2.0,4.0,6,,1.0,1.0,,Drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,Western Mediterranean,Uncategorized,5,35.856284991833, -5.854248522049
36,51573,US-Mexico Border,27-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057701900000, -112.143021500000
37,51571,US-Mexico Border,26-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057701900000, -112.143021500000
38,51572,US-Mexico Border,26-Feb-19,2019,Feb,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.291122000000, -111.377669100000
39,51509,Mediterranean,25-Feb-19,2019,Feb,1.0,,1,,,,,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.799680261076, 12.740310887952
40,51510,US-Mexico Border,25-Feb-19,2019,Feb,1.0,,1,,,1.0,,Presumed drowning,"Canal in Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,,Northern America,3,28.620958685162, -100.160775037960
41,51569,US-Mexico Border,25-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,31.802384100000, -110.262284200000
42,51570,US-Mexico Border,25-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.331803200000, -112.524509300000
43,51506,Mediterranean,24-Feb-19,2019,Feb,1.0,,1,,,,,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.795883457110, 12.734512549273
44,51507,Europe,24-Feb-19,2019,Feb,2.0,,2,,,2.0,,Drowning,"Mreznica river, Karlovac, Croatia","ANSA Med, Vijesti",Western Balkans,Southern Europe,3,45.258959762239, 15.406393712910
45,51519,South America,24-Feb-19,2019,Feb,1.0,,1,,,1.0,1.0,"Pneumonia, Malnutrition","Hospital do Pronto Socorro Municipal, Belém, State of Pará, Brazil",O Liberal,,South America,1,-1.439687700000, -48.480863500000
46,51505,North Africa,22-Feb-19,2019,Feb,2.0,,2,,2.0,,,Unknown,"Bodies found in the municipality of Béni Bouifrour, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Nador City",,Northern Africa,4,35.143072914540, -2.987014300369
47,51508,US-Mexico Border,22-Feb-19,2019,Feb,1.0,,1,,,1.0,,Drowning,"Rio Bravo, near Eagle Pass, Maverick County, Texas, USA","US Border Patrol, Telemundo",,Northern America,5,28.718723271107, -100.506647433010
48,51568,US-Mexico Border,22-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.331803200000, -112.524509300000
49,51498,US-Mexico Border,21-Feb-19,2019,Feb,1.0,,1,,,1.0,,Vehicle Accident,"Otay Mesa, San Diego County, California, USA",NBC San Diego,,Northern America,3,32.563023500000, -116.940790500000
50,51502,US-Mexico Border,21-Feb-19,2019,Feb,2.0,,2,,,,,Unknown,"Multiple locations in Brooks County, Texas, USA",Breitbart News,,Northern America,1,27.131022830084, -98.053451252909
51,51504,Mediterranean,21-Feb-19,2019,Feb,1.0,,1,,,1.0,,Presumed drowning,"Found in boat in Punta del Guadalmesi, off the coast of Tarifa, Cádiz, Spain",IOM Spain,Western Mediterranean,Uncategorized,4,36.004694276199, -5.509231863325
52,51512,Middle East,21-Feb-19,2019,Feb,3.0,,3,,3.0,,,Presumed drowning,"Afrin River near Davutpaşa district, Reyhanli/Hatay, Turkey",IOM Turkey,,Western Asia,4,36.919584700000, 37.034761500000
53,51503,US-Mexico Border,20-Feb-19,2019,Feb,1.0,,1,,,1.0,,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","La Opinión, La Crónica, Breitbart",,Northern America,3,32.705996627134, -115.159694515790
54,51496,Central America,19-Feb-19,2019,Feb,1.0,,1,,,1.0,,Cardiac arrest,"Near Puente Rodolfo Robles, on border crossing point between Ciudad Hidalgo, Chiapas and Tecún Umán, Guatemala",Movimiento Migrante,,Central America,4,14.676488505722, -92.146375389048
55,51497,US-Mexico Border,19-Feb-19,2019,Feb,1.0,,1,2.0,1.0,,,Hit by vehicle,"Highway in Tijuana, near border wall, Baja California, Mexico",Zócalo,,Central America,3,32.542375795428, -116.999537459500
56,51566,US-Mexico Border,19-Feb-19,2019,Feb,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
57,51567,US-Mexico Border,19-Feb-19,2019,Feb,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
58,51495,Central America,18-Feb-19,2019,Feb,1.0,,1,,,1.0,,Hit by vehicle,"Carretera 57, near Villela, María del Río, San Luis Potosi, Mexico ",Plano Informativo,,Central America,1,22.164571000000, -100.938266000000
59,51524,Middle East,18-Feb-19,2019,Feb,2.0,,2,,,2.0,,Presumed drowning,"Evros/Meriç river, between Paşaköy and Yenicegörece, Edirne, Greece-Turkey border","CNN Türk, Sabah",,Western Asia,3,41.135599001556, 26.326539051871
60,51501,US-Mexico Border,17-Feb-19,2019,Feb,1.0,,1,,,1.0,,Unknown,"Ranch in southwest Brooks County, Texas, USA",Breitbart News,,Northern America,1,26.982280497005, -98.267379508161
61,51476,US-Mexico Border,14-Feb-19,2019,Feb,1.0,,1,,,1.0,,Drowning,"Rio Bravo, between International Bridge 1 and 2, near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,,Northern America,5,28.700360570000, -100.510757707230
62,51477,Mediterranean,14-Feb-19,2019,Feb,1.0,,1,,,1.0,1.0,Unknown,"Port of Ceuta, Spain",20 Minutos,Western Mediterranean,Uncategorized,3,35.893361197022, -5.320987701416
63,51494,Mediterranean,14-Feb-19,2019,Feb,3.0,,3,,,,,Presumed drowning,"Bodies recovered in Al-Thalathin, Sirte, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,31.207914877621, 16.508365236703
64,51500,US-Mexico Border,14-Feb-19,2019,Feb,1.0,,1,,,,,Unknown (skeletal remains),"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,,Northern America,1,27.040028051146, -98.103990938813
65,51470,US-Mexico Border,13-Feb-19,2019,Feb,,1.0,1,1.0,,1.0,,Presumed drowning,"Río Bravo, near International Bridge Reynosa-Hidalgo, Tamaulipas, Mexico","El Mañana, Hora Cero",,Central America,3,26.094483422113, -98.270738236367
66,51471,Central America,13-Feb-19,2019,Feb,1.0,,1,7.0,,1.0,,Vehicle Accident,"Highway Morelia-Salamanca, near Cuitzeo, Michoacán, Mexico",MVS Noticias,,Central America,1,19.984811631957, -101.150053343960
67,51472,Mediterranean,13-Feb-19,2019,Feb,,1.0,1,,1.0,,1.0,Presumed drowning,"Off the coast of Tsonia, Lesvos, Greece","Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini",Eastern Mediterranean,Uncategorized,5,39.417612220935, 26.393699500607
68,51499,US-Mexico Border,11-Feb-19,2019,Feb,1.0,,1,,1.0,,,Unknown (skeletal remains),"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,,Northern America,1,27.025620837846, -98.163042452485
69,51582,Mediterranean,11-Feb-19,2019,Feb,,3.0,3,9.0,,,,Presumed drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,Western Mediterranean,Uncategorized,4,35.876466418300, -5.812712909613
70,51466,Mediterranean,9-Feb-19,2019,Feb,2.0,3.0,5,13.0,,,,Presumed drowning,"13 nautical miles off the coast of Kristel, commune de Gdyel, province of Oran, Algeria","Algérie360, El Watan, Huffington Post Maghreb",Western Mediterranean,Uncategorized,3,35.850585778575, -0.543309022656
71,51463,Europe,8-Feb-19,2019,Feb,1.0,,1,,,1.0,,Hypothermia,"Vodni dol forest area, south of Pasjak/Rupa border crossing, Croatia ","Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal",Western Balkans,Southern Europe,5,45.440507100000, 14.194309800000
72,51461,Europe,7-Feb-19,2019,Feb,1.0,,1,,,1.0,,Hypothermia,"Highway RN 94 between Briançon and Montgenèvre, near Val-des-Près, Hautes-Alpes, France","Ouest-France, La Provence",Italy to France,Western Europe,3,44.920683173838, 6.673599624343
73,51464,US-Mexico Border,7-Feb-19,2019,Feb,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico",La Tarde,,Central America,1,26.365378242149, -98.813139596667
74,51465,Central America,7-Feb-19,2019,Feb,1.0,,1,,,1.0,,Murdered,"Bulevar Nazario Ortiz, Colonia Virreyes Residencial, Saltillo, Coahuila, Mexico","Vanguardia, El Siglo deTorreón",,Central America,3,25.463711663602, -100.979898450230
75,51460,Mediterranean,6-Feb-19,2019,Feb,1.0,2.0,3,42.0,,,,Presumed drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco",Caminando Fronteras,Western Mediterranean,Uncategorized,4,35.866177998708, -5.878967760331
76,51511,Mediterranean,6-Feb-19,2019,Feb,1.0,,1,,,1.0,1.0,Presumed drowning,"Body recovered on Plage El Djebel, between El Kala and Messida, wilaya of El Tarf, Algeria","El Watan, Interlignes, Algérie 360",Central Mediterranean,Uncategorized,3,36.902592327412, 8.477123270827
77,51456,North Africa,5-Feb-19,2019,Feb,3.0,,3,25.0,2.0,1.0,,Vehicle Accident,"Road in Driouech, Nador, Morocco","Ali Zoubeidi, Rue20",,Northern Africa,3,34.960378300119, -3.380756396653
78,51459,Europe,5-Feb-19,2019,Feb,1.0,,1,1.0,,1.0,,Fire,"Building in Prijedorska street, Sarajevo, Bosnia and Herzegovina",Europa Press,,Southern Europe,1,43.845373700000, 18.369193500000
79,51455,North Africa,4-Feb-19,2019,Feb,1.0,,1,,,1.0,,Hypothermia,"Unspecified location on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,,Northern Africa,4,34.705746117811, -1.775936609354
80,51458,US-Mexico Border,4-Feb-19,2019,Feb,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, México",El Mañana,,Central America,1,26.378453484173, -98.956549230533
81,51454,North Africa,3-Feb-19,2019,Feb,3.0,,3,,,,,Hypothermia,"Near Osfour mountain range, on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,,Northern Africa,4,34.667391957446, -1.812885234328
82,51457,Central America,3-Feb-19,2019,Feb,1.0,,1,4.0,,1.0,,Shot,"KM 22 Highway Tenosique-El Ceibo, near Emiliano Zapata, Tabasco, Mexico",Migrant Shelter La 72,,Central America,4,17.728169900000, -91.758994100000
83,51493,Europe,3-Feb-19,2019,Feb,1.0,,1,,,1.0,,Hit by vehicle,"Velika Kladuša, Una-Sana, Bosnia and Herzegovi",El Dario,,Southern Europe,1,45.183837300000, 15.806545400000
84,49259,Caribbean,2-Feb-19,2019,Feb,31.0,,31,18.0,,,,Drowning,"Off the coast of Marsh Harbour, Abaco Island, Bahamas",Associated Press,,Caribbean,3,26.510686692778, -76.937172306250
85,51592,US-Mexico Border,1-Feb-19,2019,Feb,1.0,,1,,,1.0,,Presumed drowning,"Rio Bravo, near McAllen, Hidalgo County, Texas, USA","La Prensa Gráfica, Telemundo Noticias",,Northern America,3,26.082034154560, -98.258656087878
86,49258,Horn of Africa,29-Jan-19,2019,Jan,52.0,18.0,70,16.0,3.0,2.0,,Presumed drowning,"Off the coast of Godoria, Obock, Djibouti - en route to Yemen",Djibouti Coast Guard (via IOM Djibouti),Horn Africa to Yemen,Eastern Africa,4,11.903581356334, 43.332109915572
87,51563,US-Mexico Border,29-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
88,51564,US-Mexico Border,29-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
89,51565,US-Mexico Border,29-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
90,49254,Central America,28-Jan-19,2019,Jan,1.0,,1,,,1.0,,Fall from train,"Train tracks near Colonia Miguel Alemán, Sayula de Alemán, Veracruz, Mexico","Imagen del Golfo, Zócalo",,Central America,3,17.871860612667, -94.963871768009
91,49255,South America,28-Jan-19,2019,Jan,19.0,5.0,24,8.0,,,10.0,Presumed drowning,"Off the coast of Capurganá, municipality of Acandi, Chocó, Colombia","El Espectador, El Colombiano",,South America,3,8.641338758453, -77.330689179762
92,49256,US-Mexico Border,28-Jan-19,2019,Jan,3.0,,3,,,3.0,,Presumed drowning,"Río Bravo, near Rancho Don Eutimio, KM 210 Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Diario de Querétaro, Vox Pópuli",Central America to US,Central America,3,27.345466202071, -99.506891221976
93,49257,Central America,28-Jan-19,2019,Jan,1.0,,1,,,1.0,,Fall from train,"Train tracks near El Derramadero, Coahuila, Mexico - Train line B between Mexico City and Nuevo Laredo","El Diario de Coahuila, Vanguardia",,Central America,3,25.286312500000, -101.281562500000
94,49252,US-Mexico Border,26-Jan-19,2019,Jan,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","El Mañana, Vox Pópuli",,Central America,3,26.143064684377, -98.330164834268
95,51562,US-Mexico Border,26-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,31.691203800000, -110.461623900000
96,49251,US-Mexico Border,25-Jan-19,2019,Jan,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico",La Tarde,,Central America,1,26.217242152142, -98.455393500959
97,49246,Mediterranean,24-Jan-19,2019,Jan,1.0,,1,2.0,,1.0,,Drowning,"Body recovered on Plage d'El Ain, near Sidi Ben Adda, Ain Témouchent, Algeria","Alg24, El Faro de Ceuta, EFE",Western Mediterranean,Uncategorized,3,35.384524413151, -1.278253990517
98,49249,US-Mexico Border,24-Jan-19,2019,Jan,2.0,,2,,1.0,1.0,1.0,Vehicle Accident,"Avenida Tecnológico, Ciudad Juárez, Chihuaha, Mexico","El Periódico, El Diario",,Central America,3,31.667101100000, -106.426767800000
99,49250,Central America,24-Jan-19,2019,Jan,1.0,,1,,,1.0,,Fall from train,"Train tracks near San Mateo Ixtacalco, Cuautitlán, Estado de México, Mexico","Milenio, El Universal",,Central America,3,19.705606860591, -99.174764262762
100,51561,US-Mexico Border,24-Jan-19,2019,Jan,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,31.365435700000, -110.106236400000
101,49248,US-Mexico Border,23-Jan-19,2019,Jan,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Minas del Seco, Maverick County, USA","Zócalo, La Rancherita del Aire",,Northern America,3,28.741004209104, -100.507503434180
102,49244,US-Mexico Border,22-Jan-19,2019,Jan,1.0,,1,,,1.0,,Presumed drowning,"Río Bravo, near Planta Tratadora de Aguas Negras de la Comisión Municipal de Agua Potable y Alcantarillado, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Hoy Tamaulipas",,Central America,3,27.496386435717, -99.522521470236
103,49247,Mediterranean,22-Jan-19,2019,Jan,1.0,,1,,1.0,,,Presumed drowning,"Body recovered on Plage de Bahara, near Ouled Boughalem, province of Mostaganem, Algeria",El Watan,Western Mediterranean,Uncategorized,1,36.334378214124, 0.715927412066
104,49242,Mediterranean,21-Jan-19,2019,Jan,1.0,,1,106.0,,1.0,1.0,Unknown,"Died in hospital in Al Khums, Libya - after disembarkation","MSF, IOM Libya",Central Mediterranean,Uncategorized,4,32.638272650604, 14.273579120636
105,49243,Central America,21-Jan-19,2019,Jan,1.0,,1,,,1.0,,Fall from train,"Hospital in Oluta, after falling from freight train in Jesús Carranza, Veracruz, Mexico","Milenio, López Doriga",,Central America,3,17.932600658549, -94.905738830566
106,49245,Mediterranean,21-Jan-19,2019,Jan,1.0,,1,2.0,,1.0,,Drowning,"Body recovered six nautical miles off the port of Béni-Saf, Ain Témouchent, Algeria","Réflexion, El Faro de Ceuta, EFE",Western Mediterranean,Uncategorized,3,35.398647116844, -1.389655987849
107,49253,Mediterranean,21-Jan-19,2019,Jan,,1.0,1,106.0,,1.0,,Presumed drowning,"Unspecified location off the coast of Al Khums, Libya",UNHCR,Central Mediterranean,Uncategorized,4,32.747691895753, 14.355331747358
108,51556,US-Mexico Border,21-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
109,51557,US-Mexico Border,21-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
110,51558,US-Mexico Border,21-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
111,51559,US-Mexico Border,21-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
112,51560,US-Mexico Border,21-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
113,48354,Mediterranean,20-Jan-19,2019,Jan,2.0,,2,141.0,,,,Presumed drowning,"Bodies found on boat off the coast of Tripoli, Libya",IOM Libya,Central Mediterranean,Uncategorized,4,32.980238100921, 13.179283824044
114,51555,US-Mexico Border,19-Jan-19,2019,Jan,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,,Northern America,5,32.057499000000, -111.666072500000
